Name,Comment,Time,Likes,Reply Count,cleaned_comments
@john_spencer,I really feel left aside hearing and seeing several testimonies from people on profits they make from crypto/Forex investments. Can someone please recommend a good expert that can trade on my behalf and generate profits for me😊😊,2023-08-11T13:12:45Z,9,8.0,i really feel left aside hearing and seeing several testimonies from people on profits they make from crypto forex investments can someone please recommend a good expert that can trade on my behalf and generate profits for me
@joanigw123,"You can acquire good suggestions for professional trading services from a variety of platforms. I tried a few of them out, but Kathy Baldwin trading services is far more beneficial to me. I invested through DAILEY CARINN , same woman that an achor kept mentioning on CNBC, and has made multiple of my start up capital within three months",2023-08-11T13:15:13Z,0,,you can acquire good suggestions for professional trading services from a variety of platforms i tried a few of them out but kathy baldwin trading services is far more beneficial to me i invested through dailey carinn same woman that an achor kept mentioning on cnbc and has made multiple of my start up capital within three months
@Carolinakendall,"I recommend that all new traders seek the service of a professional who can assist them in trading, like Expert Dailey Carinn Fx. She knows her job.",2023-08-11T13:16:42Z,0,,i recommend that all new traders seek the service of a professional who can assist them in trading like expert dailey carinn fx she knows her job
@clementandrew0,I'm surprised you know her too. I've been making a lot of profit learning and investing with her for a few months now.,2023-08-11T13:42:46Z,0,,i m surprised you know her too i ve been making a lot of profit learning and investing with her for a few months now
@jerryphilip1101,"​@@CarolinakendallI lost about $7500 trading by myself
before I was linked to Miss Dailey Carinn Stephanie. Believe me she helped me
recover the lost sum and made me a
profit of $10,000 in couple of weeks. I
couldn't hold back my excitement
because my spouse really doubted any
investmnent in forex",2023-08-11T13:46:00Z,0,,lost about 7500 trading by myself before i was linked to miss dailey carinn stephanie believe me she helped me recover the lost sum and made me a profit of 10 000 in couple of weeks i couldn t hold back my excitement because my spouse really doubted any investmnent in forex
@pauldimacali,"If you're holding crypto, you should already be aware that you will only profit if the price of the cryptocurrency rises. On the other hand, you might consult with a professional to diversify your holdings and increase your earnings.",2023-08-11T13:48:03Z,0,,if you re holding crypto you should already be aware that you will only profit if the price of the cryptocurrency rises on the other hand you might consult with a professional to diversify your holdings and increase your earnings
@luisegiambrone,I have been on the wrong side for far long and I’m willing to make consultations to improve my situation. What is the most reliable medium to reach her please?,2023-08-12T04:09:14Z,0,,i have been on the wrong side for far long and i m willing to make consultations to improve my situation what is the most reliable medium to reach her please
@robertdemars,"Ago I was skeptical about trading
bitcoin until I was introduced to mrs
Dailey Carinn and I must say I was
impressed by her understanding and
politeness.",2023-08-12T04:33:03Z,0,,ago i was skeptical about trading bitcoin until i was introduced to mrs dailey carinn and i must say i was impressed by her understanding and politeness
@monicaigba2140,"If u ask me, I think Dailey is one of the best mentors and as well a reliable expert trader you can comfortably invest with and she never fails to deliver.",2023-08-12T04:49:56Z,0,,if u ask me i think dailey is one of the best mentors and as well a reliable expert trader you can comfortably invest with and she never fails to deliver
@BasedSaxon,"If anyone thinks all these fires is solely based on ""climate change"" then you deserve the communist dystopia that's heading your way. It's Arson.",2023-08-10T19:26:41Z,1,1.0,if anyone thinks all these fires is solely based on climate change then you deserve the communist dystopia that s heading your way it s arson
@963freeme,We know what it is but most of us can't do anything to stop it.😢,2023-11-07T16:41:37Z,1,,we know what it is but most of us can t do anything to stop it
@hollysixsmith3352,Here we go therl be a Climate Lockdown now ..manmade FIRES 🤬🤬Goodluck with that,2023-08-10T00:51:03Z,0,0.0,here we go therl be a climate lockdown now manmade fires goodluck with that
@jorgeelijahrodriguez9132,What if the Chinese are doing this?,2023-08-09T20:46:10Z,0,0.0,what if the chinese are doing this
@DonCarter720,He promised not destroy the world by flood again but by fire.,2023-08-09T19:58:53Z,1,0.0,he promised not destroy the world by flood again but by fire
@aracelir1228,How did it even start?,2023-08-09T14:32:14Z,0,0.0,how did it even start
@tylergoulet2762,Trudo can burn with canada,2023-08-08T17:42:04Z,0,0.0,trudo can burn with canada
@ViolentThoughts,I can promise you If I was allowed and hired I be working to hell this cause . People like me haven't been  giving that chance to strive . Tired of society can't get a damn job because it's 600 people applying for every job I apply to,2023-08-08T14:47:43Z,0,0.0,i can promise you if i was allowed and hired i be working to hell this cause people like me haven t been giving that chance to strive tired of society can t get a damn job because it s 600 people applying for every job i apply to
@user-qt3og1cn8l,"If it wasn't for a fact fire is burning in Canada. I wouldn't believe a word, CNN says. I figured another false Flag",2023-08-08T11:27:43Z,0,0.0,if it wasn t for a fact fire is burning in canada i wouldn t believe a word cnn says i figured another false flag
@user-qt3og1cn8l,"Well, tell people to quit starting fires. That's what 70% of  fires are. It's a fact 70% is man-made.",2023-08-08T11:23:58Z,0,0.0,well tell people to quit starting fires that s what 70 of fires are it s a fact 70 is man made
@Cydonia1983,That's what they get for starting it. I watched those fires start up all around the country at the same time on satellite video. They knew what they was doing when they set them on fire.,2023-08-08T09:26:00Z,0,0.0,that s what they get for starting it i watched those fires start up all around the country at the same time on satellite video they knew what they was doing when they set them on fire
@markbrown4080,This just in..... CNN IS FAKE NEWS 🤣,2023-08-08T03:34:25Z,1,0.0,this just in cnn is fake news
@martinmerrill5366,Burn bitch Burn!!! Every square inch 😊,2023-08-08T01:27:35Z,0,0.0,burn bitch burn every square inch
@54321Judith,It’s Canada‘s worst arson season on record.,2023-08-07T16:37:37Z,0,0.0,it s canada s worst arson season on record
@jordapen,"When Yellowstone was burning up in 1988, there was nothing they could do, so they just let it burn until the fall rain and snow extinguished it.",2023-08-07T10:11:16Z,1,0.0,when yellowstone was burning up in 1988 there was nothing they could do so they just let it burn until the fall rain and snow extinguished it
@user-ly4bz9fw3k,people set canada on fire because of trudeau s commie views,2023-08-07T04:32:58Z,0,0.0,people set canada on fire because of trudeau s commie views
@HomieArigato,"they're making room for development or covering the skies, or making the area bad for farmers.",2023-08-06T21:40:38Z,1,0.0,they re making room for development or covering the skies or making the area bad for farmers
@piestery4005,"Man made fires being passed off as some natural phenom. Our wildfires are very mild compared to fires a hundred years ago lots of controlled burns and maintenence, buy what do you expect from media paid for by the government. Its  almost like goverments want an uninformed population so they can do whatever they want im the name of safety and security....",2023-08-06T20:15:52Z,0,0.0,man made fires being passed off as some natural phenom our wildfires are very mild compared to fires a hundred years ago lots of controlled burns and maintenence buy what do you expect from media paid for by the government its almost like goverments want an uninformed population so they can do whatever they want im the name of safety and security
@danielblake1537,"I'm so sick of not being able to see through the blanket of smoke daily. Cant even hardly see planes flying over when I used to see them clear as day. Stars at night are much dimmer, I hope we can all bounce back from all this. Between global warming and wildfires people should be  worried",2023-08-06T13:37:49Z,0,0.0,i m so sick of not being able to see through the blanket of smoke daily cant even hardly see planes flying over when i used to see them clear as day stars at night are much dimmer i hope we can all bounce back from all this between global warming and wildfires people should be worried
@mr.smitty1804,What are we Gonna do about the Loss of Oxygen Generating Forests?,2023-08-06T06:03:41Z,0,0.0,what are we gonna do about the loss of oxygen generating forests
@jesse3340,If you would leave your pets to burn you need to get rid of your pets now,2023-08-06T04:56:56Z,0,0.0,if you would leave your pets to burn you need to get rid of your pets now
@dalefroese7814,Every fire is Sask was proved they were all man made fires hmmmm,2023-08-06T03:44:25Z,0,0.0,every fire is sask was proved they were all man made fires hmmmm
@okamijubei,"Well... Officials actually can but it is usually about money. Even when it's not about money, it's about resources.",2023-08-06T03:21:42Z,0,0.0,well officials actually can but it is usually about money even when it s not about money it s about resources
@pinaspeziale2439,😨😨😨😨😨😨😨😨😭😭😭😭😭😭😭,2023-08-06T02:35:08Z,0,0.0,
@mybastardways3329,Must be climate change.,2023-08-06T01:40:51Z,0,0.0,must be climate change
@rodgerpetrick6502,"We all know it's sad to watch, but people need to read their bibles.",2023-08-05T22:20:44Z,0,0.0,we all know it s sad to watch but people need to read their bibles
@strayspark1967,"its not the climate, its forest management. er..preventable",2023-08-05T15:54:54Z,0,0.0,its not the climate its forest management er preventable
@allubepu7333,"Two years ago in Yakutia there were fires of a similar scale. I'm from Yakutia, the fires were terrible. Outside, the air was just terrible, smelly.",2023-08-05T09:35:53Z,0,0.0,two years ago in yakutia there were fires of a similar scale i m from yakutia the fires were terrible outside the air was just terrible smelly
@BradFalck-mn3pc,"Paula Newton,  I had a crush on her when she was at CTV",2023-08-05T05:26:05Z,0,0.0,paula newton i had a crush on her when she was at ctv
@DJBeast_official,"That's crazy, what a mess",2023-08-04T18:16:52Z,0,0.0,that s crazy what a mess
@ryla22,"This is exactly why the native Americans taught us to start small controlled forest fires when we bought this land.
Forest fires wouldn't be a problem if we would just take care of it like we're supposed to. It's good for the animals, trees, and people when done right.",2023-08-04T16:17:38Z,1,0.0,this is exactly why the native americans taught us to start small controlled forest fires when we bought this land forest fires wouldn t be a problem if we would just take care of it like we re supposed to it s good for the animals trees and people when done right
@bubcat54,"What has the forest management been leading up to these fires?  The past several decades, tree huggers have fought to restrict forest clearing for fire breaks and access lanes thru high risk areas.  In the end, tree huggers ensure huge fires can not be controlled.  Thankfully mother nature makes quick work of burn areas. Wildlife will abound shortly to replace overgrown mature forests that burn down.",2023-08-04T14:38:00Z,0,0.0,what has the forest management been leading up to these fires the past several decades tree huggers have fought to restrict forest clearing for fire breaks and access lanes thru high risk areas in the end tree huggers ensure huge fires can not be controlled thankfully mother nature makes quick work of burn areas wildlife will abound shortly to replace overgrown mature forests that burn down
@Rob-ct1hw,BS if they bring in the military the fires would be out very quickly.,2023-08-04T14:03:58Z,1,0.0,bs if they bring in the military the fires would be out very quickly
@technodemic6258,"Trudeau needs to put his matches away. 
No wonder his wife is tired of him being away from home to light his little brush fires.",2023-08-03T14:15:32Z,0,0.0,trudeau needs to put his matches away no wonder his wife is tired of him being away from home to light his little brush fires
@chazzw5388,"The work of the environmentally retarded trying to get rid of food and trees to ""save the earth"".......arrest George swordless and billy gates of hell!!!",2023-08-03T13:54:23Z,1,0.0,the work of the environmentally retarded trying to get rid of food and trees to save the earth arrest george swordless and billy gates of hell
@moondustgirl2132,What's sad is that all that smoke and carbon dioxide being released is adding to global warming even more. And what are the world leaders doing about all this climate change? Not much.,2023-08-03T08:40:54Z,0,0.0,what s sad is that all that smoke and carbon dioxide being released is adding to global warming even more and what are the world leaders doing about all this climate change not much
@joshwooley9580,I don't believe they can't do better stopping wild fires. If you ever seen loggers and how fast they can clear trees. There I no reason they couldn't clear path around ahead of the fire,2023-08-03T02:21:40Z,0,0.0,i don t believe they can t do better stopping wild fires if you ever seen loggers and how fast they can clear trees there i no reason they couldn t clear path around ahead of the fire
@REDBULLWINGZ991,"Ok I understand things are really bad but why the fuck are we reporting all the bad things in this situation !! We should be putting good news like ways how we can stop the spread ! What are some good ways to stay safe in these harsh smoky/hazy conditions, or what help could we get to aid our fight against these fires in Canada! If all we do is report on the news about the really negative and disappointing aspects of the situation then what the fuck good is going to come out of it ! Do you see my fucking point ! You dumb ass newsman don’t even fucking get it ! We need to start reporting and prompting the good things that are happening ! That will help motivate people and restore their pride in helping the community ! 

Truth !",2023-08-02T21:46:04Z,0,0.0,ok i understand things are really bad but why the fuck are we reporting all the bad things in this situation we should be putting good news like ways how we can stop the spread what are some good ways to stay safe in these harsh smoky hazy conditions or what help could we get to aid our fight against these fires in canada if all we do is report on the news about the really negative and disappointing aspects of the situation then what the fuck good is going to come out of it do you see my fucking point you dumb ass newsman don t even fucking get it we need to start reporting and prompting the good things that are happening that will help motivate people and restore their pride in helping the community truth
@travishugh7226,"we wouldn't have this mess if control burns were done by those in charge of just that.
Lazy can never  replace what should have taken place before this takes plce",2023-08-02T21:37:55Z,0,0.0,we wouldn t have this mess if control burns were done by those in charge of just that lazy can never replace what should have taken place before this takes plce
@YishEyeYo,25 Million acres have burned...let that sink in,2023-08-02T20:56:05Z,0,0.0,25 million acres have burned let that sink in
@justonetime112,"Oh nooooo....the planet is doomed


Keep all those poor kids inside on their phones 👽",2023-08-02T18:51:14Z,0,0.0,oh nooooo the planet is doomed keep all those poor kids inside on their phones
@LsLexus-gc5mj,Who cares let little Cuba burn to the ground,2023-08-02T15:41:19Z,0,1.0,who cares let little cuba burn to the ground
@cmccullough12C,Considering Canada ranks 13 and the USA ranks a lowly 23 place in the 2022 Human Freedom Index then it would seem that the USA is closest to being like Cuba then Canada would ever be. You might want to get an education but again the greatest (gag gag)country in the world has one of the worst education systems in the world 🌍,2023-08-03T04:14:50Z,0,,considering canada ranks 13 and the usa ranks a lowly 23 place in the 2022 human freedom index then it would seem that the usa is closest to being like cuba then canada would ever be you might want to get an education but again the greatest gag gag country in the world has one of the worst education systems in the world
@mohamedtounssy,I wish safety to the Canadian people 🇹🇳,2023-08-02T14:00:17Z,0,0.0,i wish safety to the canadian people
@R083RTshorts,If Trump was president I’m sure he’d order all wind turbines turn northward to blow the smoke back into Canada!,2023-08-01T22:57:53Z,2,0.0,if trump was president i m sure he d order all wind turbines turn northward to blow the smoke back into canada
@walterspringer565,This seems unnatural; I think someone or some group is deliberately setting these fires.,2023-08-01T22:42:21Z,0,0.0,this seems unnatural i think someone or some group is deliberately setting these fires
@chrismcpherson1204,Shame on Canada,2023-08-01T21:50:46Z,0,0.0,shame on canada
@martinwhite9691,"This is the sixth mass extinction event if we do not adapt with food and water security maybe underground food production, water storage etc. our children will have nothing.",2023-08-01T18:44:23Z,0,0.0,this is the sixth mass extinction event if we do not adapt with food and water security maybe underground food production water storage etc our children will have nothing
@phillipbanes5484,"I bet the fires were purposely started by eco terrorists, if not the Canadian government.",2023-08-01T15:15:53Z,0,0.0,i bet the fires were purposely started by eco terrorists if not the canadian government
@ItachiUchiha-nz4sf,yeah canada out here tryna kill us. get them fires under control. the air quality in michigan is literally making people sick,2023-08-01T13:46:32Z,1,0.0,yeah canada out here tryna kill us get them fires under control the air quality in michigan is literally making people sick
@erynkrieger1279,Thanks for all of your emissions US! Because you dont pollute at all...,2023-08-01T13:15:58Z,0,0.0,thanks for all of your emissions us because you dont pollute at all
@nex-ex5100,So this is going to sound crazy but wouldn't it be possible to use a Thermobaric weapon to literally pull the oxygen out of a fire area?,2023-08-01T12:38:40Z,0,0.0,so this is going to sound crazy but wouldn t it be possible to use a thermobaric weapon to literally pull the oxygen out of a fire area
@user-zx3yx1xm5t,Carpet bomb the area and the dirt and debris will cover the ground and snuff oxygen out  or something similar and smart person that knows any thing would now these and I'm just a broke plumber with a lot of knowledge how things work and what happens  when it goes wrong you can say I'm very smart person and don't brag about it I'm just a ordinary man so if that helps give you an idea so be it your welcome,2023-08-01T03:45:25Z,0,0.0,carpet bomb the area and the dirt and debris will cover the ground and snuff oxygen out or something similar and smart person that knows any thing would now these and i m just a broke plumber with a lot of knowledge how things work and what happens when it goes wrong you can say i m very smart person and don t brag about it i m just a ordinary man so if that helps give you an idea so be it your welcome
@romangrzybowski8960,SOUD  OF  FREEDOM  --- CANADA   [ SODOMA  END  GOMORA  ],2023-07-31T18:12:42Z,0,0.0,soud of freedom canada sodoma end gomora
@bradleyalanquinby6441,Climate freaks burn Canada,2023-07-31T15:23:44Z,0,0.0,climate freaks burn canada
@craigmcmillan6949,"The poor animals and plants,Wake up world",2023-07-31T11:04:29Z,0,0.0,the poor animals and plants wake up world
@theislander2493,Thank you America ❤from Newfoundland and all of Canada 🇨🇦,2023-07-30T22:45:23Z,0,0.0,thank you america from newfoundland and all of canada
@jacobgoodstone7572,"It's terrible to think about all the people whose homes, pets, and belongings will be destroyed by these fires. Not to mention countless trees and millions of acres of wildlife habitat. Hopefully fires like these will only help us put out and prevent others in the future",2023-07-30T20:39:02Z,0,0.0,it s terrible to think about all the people whose homes pets and belongings will be destroyed by these fires not to mention countless trees and millions of acres of wildlife habitat hopefully fires like these will only help us put out and prevent others in the future
@johnk9970,15 minutes city coming to you soon,2023-07-30T20:11:43Z,1,0.0,15 minutes city coming to you soon
@dendrok1,Rip all those animals.,2023-07-30T18:13:33Z,0,0.0,rip all those animals
@JustinRCampbell88,"Not to discredit global warming but isn't possible that record breaking temperatures this month are directly related to the fires as opposed to a trend? If Earth was a house and the forest were the fireplace, I'm pretty sure the fire would heat up the house",2023-07-30T10:52:06Z,1,1.0,not to discredit global warming but isn t possible that record breaking temperatures this month are directly related to the fires as opposed to a trend if earth was a house and the forest were the fireplace i m pretty sure the fire would heat up the house
@scotts3409,"The record-break forest fires in Canada are caused by a lack of precipitation. Those warm and dry conditions in the Northern Hemisphere are precipitated by changes in global weather patterns as a result of the greenhouse effect on planet Earth. 

Unfortunately for Earth, it's a cascade effect as forests sequester greenhouse gases. When the forests burn, those gases are released back into the atmosphere as they're no longer trapped in trees. It's why we refer to it as the runaway greenhouse effect. Indeed, it these very Forest Fires release of carbon dioxide that will cause more fires to occur.

You're correct in saying fire would heat up the house. The difference is it is not the heat of the fires warming the planet, but their release of carbon dioxide which clouds our atmosphere and does not let heat escape into outer space.",2023-07-31T01:22:22Z,0,,the record break forest fires in canada are caused by a lack of precipitation those warm and dry conditions in the northern hemisphere are precipitated by changes in global weather patterns as a result of the greenhouse effect on planet earth unfortunately for earth it s a cascade effect as forests sequester greenhouse gases when the forests burn those gases are released back into the atmosphere as they re no longer trapped in trees it s why we refer to it as the runaway greenhouse effect indeed it these very forest fires release of carbon dioxide that will cause more fires to occur you re correct in saying fire would heat up the house the difference is it is not the heat of the fires warming the planet but their release of carbon dioxide which clouds our atmosphere and does not let heat escape into outer space
@meganpurcell8781,"It is NOT MOTHER NATURE! 
Jesus Christ is coming back.
He touches the earth and it smokes.
Wake up people!
This is written in the Holy Bible and it will come to pass.
And no , mankind and “ overpopulation “ will never destroy the earth.
God Almighty will destroy it.
Read your Bibles. Dust them off and read them.",2023-07-30T09:25:11Z,0,0.0,it is not mother nature jesus christ is coming back he touches the earth and it smokes wake up people this is written in the holy bible and it will come to pass and no mankind and overpopulation will never destroy the earth god almighty will destroy it read your bibles dust them off and read them
@King5HurtsChildren-fc3he,The smoke from these world wide fires are whats keeping the Heat inside our atmosphere.,2023-07-30T03:32:17Z,0,0.0,the smoke from these world wide fires are whats keeping the heat inside our atmosphere
@King5HurtsChildren-fc3he,Terrorist Attack,2023-07-30T03:30:59Z,0,0.0,terrorist attack
@Coronado-nz7wu,Arson...by the Government.,2023-07-30T03:09:17Z,2,0.0,arson by the government
@ThomasBeltz66,"They could stop it, it’s called forest management. Government will not allow  the foresters to do their job. Too busy, teaching them diversity and equity. This is not an unexpected tragedy. Talk to the forest service. Don’t believe what the news tells you.",2023-07-30T02:50:21Z,1,0.0,they could stop it it s called forest management government will not allow the foresters to do their job too busy teaching them diversity and equity this is not an unexpected tragedy talk to the forest service don t believe what the news tells you
@briancaldwell1798,we have bulldozers that can move mountains but you can't put out a fire,2023-07-30T01:50:07Z,0,0.0,we have bulldozers that can move mountains but you can t put out a fire
@codygruberg7083,"trying to understand why on day 1 when the fire was first identified, why the fire was not approached with massive measures to extinguish. now only after the problem is out of hand do volunteers flood to the rescue without a solution",2023-07-30T01:45:13Z,1,0.0,trying to understand why on day 1 when the fire was first identified why the fire was not approached with massive measures to extinguish now only after the problem is out of hand do volunteers flood to the rescue without a solution
@tomcotter8138,"Once this is all done 
It will grow back",2023-07-29T23:25:57Z,0,0.0,once this is all done it will grow back
@RB-vr6ze,"considering you canadians don't practice controlled burns, this is your own fault, you'll get no pity from me. Why should Americans be the ones to have to help sort out your problems?",2023-07-29T21:50:55Z,1,0.0,considering you canadians don t practice controlled burns this is your own fault you ll get no pity from me why should americans be the ones to have to help sort out your problems
@ockhamsshaver4330,And yet we can't rely on fact checkers to be objective about wildfires: https://m.youtube.com/watch?v=Gz1_2M16fDw,2023-07-29T15:44:51Z,0,0.0,and yet we can t rely on fact checkers to be objective about wildfires https m youtube com watch v gz1 2m16fdw
